Film,Franchise,Film Rating,Genre,Release Date,Metacritic Score,Production Budget,WW Gross,Wins,Nominations,Oscar Winner,Oscar Nominee,Production Studio,Country of Origin,Length,Director,Sequence,Ratio,Sequel Film,Sequel Film Rating,Sequel Genre,Sequel Release Date,Sequel Production Budget,Sequel WW Gross,Sequel Ratio,Sequel Length,Sequel Director,Sequel Studio,Months Between Releases
Die Hard 2,diehard,R,Action,1990-07-03,67.0,70000000.0,240247433,1,1,0,0,Twentieth Century Fox,USA,124,Renny Harlin,2,3.432106185714290,Die Hard with a Vengeance,R,Action,1995-05-19,90000000.0,366236538,4.069294866666670,128,John McTiernan,Cinergi Pictures Entertainment,58
Die Hard with a Vengeance,diehard,R,Action,1995-05-19,58.0,90000000.0,366236538,2,3,0,0,Cinergi Pictures Entertainment,USA,128,John McTiernan,3,4.069294866666670,Live Free or Die Hard,PG-13,Action,2007-06-27,110000000.0,388156011,3.528691009090910,128,Len Wiseman,Twentieth Century Fox,145
Live Free or Die Hard,diehard,PG-13,Action,2007-06-27,69.0,110000000.0,388156011,3,16,0,0,Twentieth Century Fox,USA,128,Len Wiseman,4,3.528691009090910,A Good Day to Die Hard,R,Action,2013-02-14,92000000.0,304654182,3.3114585,98,John Moore,Twentieth Century Fox,68
Dirty Dancing,dirty,PG-13,Drama,1987-08-21,65.0,6000000.0,217688008,10,6,1,1,Great American Films Limited Partnership,USA,100,Emile Ardolino,1,36.281334666666700,Dirty Dancing: Havana Nights,PG-13,Drama,2004-02-27,25000000.0,27685016,1.10740064,86,Guy Ferland,Lions Gate Films,198
District B13,district,R,Action,2006-06-02,70.0,15960000.0,11169386,1,1,0,0,EuropaCorp,France,84,Pierre Morel,1,0.6998362155388470,District 13: Ultimatum,R,Action,2009-02-18,15960000.0,14103752,0.8836937343358400,101,Patrick Alessandrin,EuropaCorp,32
Divergent,divergent,PG-13,Action,2014-03-21,48.0,85000000.0,288885818,7,11,0,0,Summit Entertainment,USA,139,Neil Burger,1,3.398656682352940,Insurgent,PG-13,Action,2015-03-20,110000000.0,297002527,2.7000229727272700,119,Robert Schwentke,Summit Entertainment,12
Insurgent,divergent,PG-13,Action,2015-03-20,42.0,110000000.0,297002527,3,17,0,0,Summit Entertainment,USA,119,Robert Schwentke,2,2.7000229727272700,Allegiant,PG-13,Action,2016-03-18,110000000.0,179246868,1.6295169818181800,120,Robert Schwentke,Mandeville Films,12
A Dog's Purpose,dog,PG,Adventure,2017-01-27,43.0,22000000.0,205736628,0,3,0,0,DreamWorks,USA,100,Lasse Hallström,1,9.351664909090910,A Dog's Journey,PG,Comedy,2019-05-17,16000000.0,75602573,4.7251608125,109,Gail Mancuso,DreamWorks,28
Doctor Dolittle,dolittle,PG-13,Comedy,1998-06-26,46.0,71500000.0,294456605,4,11,0,0,Twentieth Century Fox,USA,85,Betty Thomas,1,4.1182741958042000,Dr. Dolittle 2,PG,Comedy,2001-06-22,70000000.0,176104344,2.515776342857140,87,Steve Carr,Twentieth Century Fox,36
A Fistful of Dollars,dollar,R,Action,1967-01-18,65.0,200000.0,14516248,1,3,0,0,Jolly Film,Italy,99,Sergio Leone,1,72.58124,For a Few Dollars More,R,Western,1967-05-10,600000.0,15000000,25.0,132,Sergio Leone,Produzioni Europee Associate (PEA),4
For a Few Dollars More,dollar,R,Western,1967-05-10,74.0,600000.0,15000000,0,1,0,0,Produzioni Europee Associate (PEA),Italy,132,Sergio Leone,2,25.0,"The Good, the Bad and the Ugly",R,Western,1967-12-29,1200000.0,25252481,21.043734166666700,178,Sergio Leone,Produzioni Europee Associate (PEA),7
Dolphin Tale,dolphin,PG,Drama,2011-09-23,64.0,37000000.0,95943453,4,4,0,0,Alcon Entertainment,Canada,113,Charles Martin Smith,1,2.5930662972973000,Dolphin Tale 2,PG,Drama,2014-09-12,36000000.0,57824533,1.6062370277777800,107,Charles Martin Smith,Alcon Entertainment,36
Cheaper by the Dozen,dozen,PG,Comedy,2003-12-25,46.0,40000000.0,190538630,2,7,0,0,Twentieth Century Fox,USA,98,Shawn Levy,1,4.76346575,Cheaper by the Dozen 2,PG,Adventure,2005-12-21,60000000.0,130154568,2.1692428,94,Adam Shankman,Twentieth Century Fox,24
Nochnoy dozor,dozor,R,Action,2006-03-03,58.0,4200000.0,50336279,2,8,0,0,Bazelevs Production,Russia,114,Timur Bekmambetov,1,11.984828333333300,Dnevnoy dozor,R,Action,2007-06-15,4200000.0,42918532,10.218698095238100,132,Timur Bekmambetov,Bazelevs Production,15
How to Train Your Dragon,dragon,PG,Animation,2010-03-26,75.0,165000000.0,494878759,25,60,0,1,DreamWorks Animation,USA,98,Dean DeBlois,1,2.999265206060610,How to Train Your Dragon 2,PG,Animation,2014-06-13,145000000.0,621537519,4.286465648275860,102,Dean DeBlois,DreamWorks Animation,51
How to Train Your Dragon 2,dragon,PG,Animation,2014-06-13,76.0,145000000.0,621537519,14,60,0,1,DreamWorks Animation,USA,102,Dean DeBlois,2,4.286465648275860,How to Train Your Dragon: The Hidden World,PG,Animation,2019-02-22,129000000.0,521799505,4.044957403100780,104,Dean DeBlois,DreamWorks Animation,56
Dumb and Dumber,dumb,PG-13,Comedy,1994-12-16,41.0,17000000.0,247275374,5,3,0,0,New Line Cinema,USA,107,Peter Farrelly,1,14.545610235294100,Dumb and Dumberer: When Harry Met Lloyd,PG-13,Comedy,2003-06-13,19000000.0,39267515,2.066711315789470,85,Troy Miller,New Line Cinema,102
Dumb and Dumberer: When Harry Met Lloyd,dumb,PG-13,Comedy,2003-06-13,19.0,19000000.0,39267515,1,7,0,0,New Line Cinema,USA,85,Troy Miller,2,2.066711315789470,Dumb and Dumber To,PG-13,Comedy,2014-11-14,40000000.0,169837010,4.24592525,109,Bobby Farrelly,Universal Pictures,137
Elizabeth,elizabeth,R,Biography,1999-02-19,75.0,30000000.0,82150642,33,55,1,1,PolyGram Filmed Entertainment,UK,124,Shekhar Kapur,1,2.7383547333333300,Elizabeth: The Golden Age,PG-13,Biography,2007-10-12,55000000.0,75782758,1.3778683272727300,114,Shekhar Kapur,Universal Pictures,104
A Nightmare on Elm Street,elm,R,Horror,1984-11-16,76.0,1800000.0,25504513,3,5,0,0,New Line Cinema,USA,91,Wes Craven,1,14.169173888888900,A Nightmare on Elm Street 2: Freddy's Revenge,R,Horror,1985-11-01,3000000.0,29999213,9.999737666666670,87,Jack Sholder,New Line Cinema,12
A Nightmare on Elm Street 2: Freddy's Revenge,elm,R,Horror,1985-11-01,43.0,3000000.0,29999213,0,1,0,0,New Line Cinema,USA,87,Jack Sholder,2,9.999737666666670,A Nightmare on Elm Street 3: Dream Warriors,R,Fantasy,1987-02-27,4500000.0,44793222,9.954049333333330,96,Chuck Russell,New Line Cinema,15
A Nightmare on Elm Street 3: Dream Warriors,elm,R,Fantasy,1987-02-27,49.0,4500000.0,44793222,1,4,0,0,New Line Cinema,USA,96,Chuck Russell,3,9.954049333333330,A Nightmare on Elm Street 4: The Dream Master,R,Horror,1988-08-19,13000000.0,49369899,3.7976845384615400,93,Renny Harlin,New Line Cinema,18
A Nightmare on Elm Street 4: The Dream Master,elm,R,Horror,1988-08-19,56.0,13000000.0,49369899,2,9,0,0,New Line Cinema,USA,93,Renny Harlin,4,3.7976845384615400,A Nightmare on Elm Street: The Dream Child,R,Fantasy,1989-08-11,6000000.0,22168359,3.6947265,89,Stephen Hopkins,New Line Cinema,12
A Nightmare on Elm Street: The Dream Child,elm,R,Fantasy,1989-08-11,54.0,6000000.0,22168359,3,2,0,0,New Line Cinema,USA,89,Stephen Hopkins,5,3.6947265,Freddy's Dead: The Final Nightmare,R,Fantasy,1991-09-13,11000000.0,34872033,3.170184818181820,89,Rachel Talalay,New Line Cinema,25
Freddy's Dead: The Final Nightmare,elm,R,Fantasy,1991-09-13,39.0,11000000.0,34872033,1,4,0,0,New Line Cinema,USA,89,Rachel Talalay,6,3.170184818181820,New Nightmare,R,Fantasy,1994-10-14,8000000.0,19721741,2.465217625,112,Wes Craven,New Line Cinema,37
New Nightmare,elm,R,Fantasy,1994-10-14,64.0,8000000.0,19721741,3,7,0,0,New Line Cinema,USA,112,Wes Craven,7,2.465217625,A Nightmare on Elm Street,R,Crime,2010-04-30,35000000.0,115694863,3.3055675142857100,95,Samuel Bayer,New Line Cinema,186
The Equalizer,equal,R,Action,2014-09-26,57.0,55000000.0,192330738,1,9,0,0,Columbia Pictures,USA,132,Antoine Fuqua,1,3.496922509090910,The Equalizer 2,R,Action,2018-07-20,62000000.0,190400157,3.0709702741935500,121,Antoine Fuqua,Columbia Pictures,46
Escape from New York,escape,R,Action,1981-07-10,76.0,6000000.0,25244626,0,4,0,0,AVCO Embassy Pictures,USA,99,John Carpenter,1,4.207437666666670,Escape from L.A.,R,Action,1996-08-09,50000000.0,25477365,0.5095473,101,John Carpenter,Paramount Pictures,181
The Evil Dead,evildead,NC-17,Horror,1983-04-15,71.0,350000.0,2893091,3,1,0,0,Renaissance Pictures,USA,85,Sam Raimi,1,8.265974285714290,Evil Dead II,R,Comedy,1987-03-13,3600000.0,5923044,1.64529,84,Sam Raimi,Renaissance Pictures,47
Evil Dead II,evildead,R,Comedy,1987-03-13,69.0,3600000.0,5923044,0,5,0,0,Renaissance Pictures,USA,84,Sam Raimi,2,1.64529,Army of Darkness,R,Comedy,1993-02-19,11000000.0,11502976,1.045725090909090,81,Sam Raimi,Dino De Laurentiis Company,71
The Exorcist,exorcist,R,Horror,1973-12-26,81.0,11000000.0,441306145,14,17,1,1,Warner Bros.,USA,122,William Friedkin,1,40.11874045454550,Exorcist II: The Heretic,R,Horror,1977-06-17,14000000.0,30749142,2.1963672857142900,117,John Boorman,Warner Bros.,42
Exorcist II: The Heretic,exorcist,R,Horror,1977-06-17,39.0,14000000.0,30749142,0,3,0,0,Warner Bros.,USA,117,John Boorman,2,2.1963672857142900,Exorcist: The Beginning,R,Horror,2004-08-20,80000000.0,78110021,0.9763752625,114,Renny Harlin,Morgan Creek Entertainment,326
The Expendables,expendable,R,Action,2010-08-13,45.0,80000000.0,274470394,3,5,0,0,Millennium Films,USA,103,Sylvester Stallone,1,3.430879925,The Expendables 2,R,Action,2012-08-17,100000000.0,314975955,3.14975955,103,Simon West,Lionsgate,24
Olympus Has Fallen,fallen,R,Action,2013-03-22,41.0,70000000.0,170270201,1,5,0,0,Millennium Films,USA,119,Antoine Fuqua,1,2.4324314428571400,London Has Fallen,R,Action,2016-03-04,60000000.0,205754447,3.4292407833333300,99,Babak Najafi,Millennium Films,36
The Fast and the Furious,fast,PG-13,Action,2001-06-22,58.0,38000000.0,207284863,11,12,0,0,Universal Pictures,USA,106,Rob Cohen,1,5.454864815789470,2 Fast 2 Furious,PG-13,Action,2003-06-06,76000000.0,236350661,3.1098771184210500,107,John Singleton,Universal Pictures,24
2 Fast 2 Furious,fast,PG-13,Action,2003-06-06,38.0,76000000.0,236350661,4,13,0,0,Universal Pictures,USA,107,John Singleton,2,3.1098771184210500,The Fast and the Furious: Tokyo Drift,PG-13,Action,2006-06-16,85000000.0,158964610,1.8701718823529400,104,Justin Lin,Universal Pictures,36
The Fast and the Furious: Tokyo Drift,fast,PG-13,Action,2006-06-16,45.0,85000000.0,158964610,1,4,0,0,Universal Pictures,USA,104,Justin Lin,3,1.8701718823529400,Fast & Furious,PG-13,Action,2009-04-03,85000000.0,360364265,4.239579588235290,107,Justin Lin,Universal Pictures,34
Fast & Furious,fast,PG-13,Action,2009-04-03,46.0,85000000.0,360364265,6,2,0,0,Universal Pictures,USA,107,Justin Lin,4,4.239579588235290,Fast Five,PG-13,Action,2011-04-29,125000000.0,626137675,5.0091014,130,Justin Lin,Universal Pictures,24
Fast Five,fast,PG-13,Action,2011-04-29,66.0,125000000.0,626137675,9,21,0,0,Universal Pictures,USA,130,Justin Lin,5,5.0091014,Furious 6,PG-13,Action,2013-05-24,160000000.0,788679850,4.9292490625,130,Justin Lin,Universal Pictures,25
Furious 6,fast,PG-13,Action,2013-05-24,61.0,160000000.0,788679850,10,22,0,0,Universal Pictures,USA,130,Justin Lin,6,4.9292490625,Furious 7,PG-13,Action,2015-04-03,190000000.0,1515047671,7.973935110526320,137,James Wan,Universal Pictures,23
Final Destination,final,R,Horror,2000-03-17,36.0,23000000.0,112880294,3,4,0,0,New Line Cinema,USA,98,James Wong,1,4.907838869565220,Final Destination 2,R,Horror,2003-01-31,26000000.0,90941129,3.497735730769230,90,David R. Ellis,New Line Cinema,34
Final Destination 2,final,R,Horror,2003-01-31,38.0,26000000.0,90941129,0,4,0,0,New Line Cinema,USA,90,David R. Ellis,2,3.497735730769230,Final Destination 3,R,Horror,2006-02-10,25000000.0,118890272,4.75561088,93,James Wong,New Line Cinema,37
Final Destination 3,final,R,Horror,2006-02-10,41.0,25000000.0,118890272,0,6,0,0,New Line Cinema,USA,93,James Wong,3,4.75561088,The Final Destination,R,Horror,2009-08-28,40000000.0,186167139,4.654178475,82,David R. Ellis,New Line Cinema,42
The Final Destination,final,R,Horror,2009-08-28,30.0,40000000.0,186167139,2,2,0,0,New Line Cinema,USA,82,David R. Ellis,4,4.654178475,Final Destination 5,R,Horror,2011-08-12,40000000.0,157887643,3.947191075,92,Steven Quale,New Line Cinema,24
Fletch,fletch,PG,Comedy,1985-05-31,68.0,8000000.0,59612888,0,1,0,0,Vincent Pictures,USA,98,Michael Ritchie,1,7.451611,Fletch Lives,PG,Comedy,1989-03-17,8000000.0,39450960,4.93137,95,Michael Ritchie,Universal Pictures,46
Fantastic Four,four,PG-13,Action,2005-07-08,40.0,100000000.0,333535934,3,12,0,0,Twentieth Century Fox,USA,106,Tim Story,1,3.33535934,Fantastic Four: Rise of the Silver Surfer,PG,Action,2007-06-15,130000000.0,301913131,2.3224087,92,Tim Story,Twentieth Century Fox,23
The French Connection,french,R,Action,1971-10-09,94.0,1800000.0,51700000,17,11,1,1,Philip D'Antoni Productions,USA,104,William Friedkin,1,28.72222222222220,French Connection II,R,Action,1975-05-21,4340000.0,12484444,2.8766,119,John Frankenheimer,Twentieth Century Fox,43
Friday the 13th,friday,R,Horror,1980-05-09,22.0,550000.0,39754601,0,5,0,0,Paramount Pictures,USA,95,Sean S. Cunningham,1,72.28109272727270,Friday the 13th Part 2,R,Horror,1981-04-30,1250000.0,21722776,17.3782208,87,Steve Miner,Georgetown Productions Inc.,11
Friday the 13th Part 2,friday,R,Horror,1981-04-30,26.0,1250000.0,21722776,0,3,0,0,Georgetown Productions Inc.,USA,87,Steve Miner,2,17.3782208,Friday the 13th Part III,R,Horror,1982-08-13,2300000.0,36690067,15.95220304347830,95,Steve Miner,Paramount Pictures,16
Friday the 13th Part III,friday,R,Horror,1982-08-13,30.0,2300000.0,36690067,0,2,0,0,Paramount Pictures,USA,95,Steve Miner,3,15.95220304347830,Friday the 13th: The Final Chapter,R,Horror,1984-04-13,2600000.0,32980880,12.684953846153800,91,Joseph Zito,Paramount Pictures,20
Friday the 13th: The Final Chapter,friday,R,Horror,1984-04-13,33.0,2600000.0,32980880,0,2,0,0,Paramount Pictures,USA,91,Joseph Zito,4,12.684953846153800,Friday the 13th: A New Beginning,R,Horror,1985-03-22,2200000.0,21930418,9.968371818181820,92,Danny Steinmann,Georgetown Productions Inc.,11
Friday the 13th: A New Beginning,friday,R,Horror,1985-03-22,16.0,2200000.0,21930418,0,2,0,0,Georgetown Productions Inc.,USA,92,Danny Steinmann,5,9.968371818181820,Friday the 13th Part VI: Jason Lives,R,Horror,1986-08-01,3000000.0,19472057,6.490685666666670,86,Tom McLoughlin,Paramount Pictures,17
Friday the 13th Part VI: Jason Lives,friday,R,Horror,1986-08-01,30.0,3000000.0,19472057,0,2,0,0,Paramount Pictures,USA,86,Tom McLoughlin,6,6.490685666666670,Friday the 13th Part VII: The New Blood,R,Horror,1988-05-13,2800000.0,19170001,6.846428928571430,88,John Carl Buechler,Paramount Pictures,21
Friday the 13th Part VII: The New Blood,friday,R,Horror,1988-05-13,13.0,2800000.0,19170001,0,4,0,0,Paramount Pictures,USA,88,John Carl Buechler,7,6.846428928571430,Friday the 13th Part VIII: Jason Takes Manhattan,R,Adventure,1989-07-28,5000000.0,14343976,2.8687952,100,Rob Hedden,Paramount Pictures,14
Friday the 13th Part VIII: Jason Takes Manhattan,friday,R,Adventure,1989-07-28,14.0,5000000.0,14343976,0,2,0,0,Paramount Pictures,USA,100,Rob Hedden,8,2.8687952,Jason Goes to Hell: The Final Friday,R,Fantasy,1993-08-13,3000000.0,15935068,5.311689333333330,87,Adam Marcus,New Line Cinema,49
Jason Goes to Hell: The Final Friday,friday,R,Fantasy,1993-08-13,17.0,3000000.0,15935068,0,5,0,0,New Line Cinema,USA,87,Adam Marcus,9,5.311689333333330,Friday the 13th,R,Horror,2009-02-13,19000000.0,91509154,4.816271263157900,97,Marcus Nispel,New Line Cinema,186
Fright Night,fright,R,Horror,1985-08-02,62.0,9000000.0,24922237,5,4,0,0,Columbia Pictures,USA,106,Tom Holland,1,2.7691374444444400,Fright Night Part 2,R,Comedy,1989-05-19,7500000.0,2983784,0.39783786666666700,104,Tommy Lee Wallace,Vista Organization,45
Fright Night Part 2,fright,R,Comedy,1989-05-19,,7500000.0,2983784,0,2,0,0,Vista Organization,USA,104,Tommy Lee Wallace,2,0.39783786666666700,Fright Night,R,Comedy,2011-08-19,30000000.0,41002607,1.3667535666666700,106,Craig Gillespie,DreamWorks,267
The Fugitive,fugitive,PG-13,Action,1993-08-06,87.0,44000000.0,368875760,12,37,1,1,Warner Bros.,USA,130,Andrew Davis,1,8.38354,U.S. Marshals,PG-13,Action,1998-03-06,60000000.0,102367405,1.7061234166666700,131,Stuart Baird,Warner Bros.,55
Guardians of the Galaxy,galaxy,PG-13,Action,2014-08-01,76.0,170000000.0,772776600,52,100,0,1,Marvel Studios,USA,121,James Gunn,1,4.545744705882350,Guardians of the Galaxy Vol. 2,PG-13,Action,2017-05-05,200000000.0,863756051,4.318780255,136,James Gunn,Marvel Studios,33
Garfield,garfield,PG,Animation,2004-06-11,27.0,50000000.0,203172417,1,1,0,0,Twentieth Century Fox,USA,80,Peter Hewitt,1,4.06344834,Garfield: A Tail of Two Kitties,PG,Animation,2006-06-16,60000000.0,143325970,2.3887661666666700,82,Tim Hill,Twentieth Century Fox,24
Ghostbusters,ghost,PG,Action,1984-06-08,71.0,30000000.0,295743767,6,6,0,1,Columbia Pictures,USA,105,Ivan Reitman,1,9.858125566666670,Ghostbusters II,PG,Action,1989-06-16,37000000.0,215394738,5.821479405405410,108,Ivan Reitman,Columbia Pictures,60
Ghost Rider,ghostrider,PG-13,Action,2007-02-16,35.0,110000000.0,228738393,1,9,0,0,Columbia Pictures,USA,110,Mark Steven Johnson,1,2.079439936363640,Ghost Rider: Spirit of Vengeance,PG-13,Action,2012-02-17,57000000.0,132563930,2.3256829824561400,96,Mark Neveldine,Columbia Pictures,60
G.I. Joe: The Rise of Cobra,gi,PG-13,Action,2009-08-07,32.0,175000000.0,302469017,3,16,0,0,Paramount Pictures,USA,118,Stephen Sommers,1,1.7283943828571400,G.I. Joe: Retaliation,PG-13,Action,2013-03-28,130000000.0,375740705,2.8903131153846200,110,Jon M. Chu,Paramount Pictures,43
The Girl with the Dragon Tattoo,girl,R,Crime,2010-04-30,76.0,13000000.0,104414200,17,35,0,0,Yellow Bird,Sweden,152,Niels Arden Oplev,1,8.031861538461540,The Girl Who Played with Fire,R,Crime,2010-08-27,5320000.0,67153225,12.622786654135300,129,Daniel Alfredson,Yellow Bird,4
The Girl Who Played with Fire,girl,R,Crime,2010-08-27,66.0,5320000.0,67153225,1,4,0,0,Yellow Bird,Sweden,129,Daniel Alfredson,2,12.622786654135300,The Girl Who Kicked the Hornet's Nest,R,Crime,2010-11-12,5320000.0,44276335,8.322619360902260,147,Daniel Alfredson,Film i Väst,3
The Godfather,godfather,R,Crime,1972-03-24,100.0,6000000.0,246120974,26,30,1,1,Paramount Pictures,USA,175,Francis Ford Coppola,1,41.02016233333330,The Godfather: Part II,R,Crime,1974-12-18,13000000.0,48035783,3.6950602307692300,202,Francis Ford Coppola,Paramount Pictures,33
